ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
NGA,Anambra,6059456,Polio 0 vaccination received,77.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433042,1433042,Region,..Anambra,0,,0,1,CHVACCCOP0,NGDHS2013433042,2013,DHS,128,113,,,2
NGA,Ebonyi,4109448,Polio 0 vaccination received,88,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433043,1433043,Region,..Ebonyi,0,,0,1,CHVACCCOP0,NGDHS2013433043,2013,DHS,137,133,,,2
NGA,Enugu,7891672,Polio 0 vaccination received,80.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433044,1433044,Region,..Enugu,0,,0,1,CHVACCCOP0,NGDHS2013433044,2013,DHS,122,122,,,2
NGA,Imo,4689658,Polio 0 vaccination received,81.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433045,1433045,Region,..Imo,0,,0,1,CHVACCCOP0,NGDHS2013433045,2013,DHS,98,85,,,2
NGA,South West,3545277,Polio 0 vaccination received,74.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433009,1433050,Region,South West,0,,0,1,CHVACCCOP0,NGDHS2013433009,2013,DHS,823,714,,,1
NGA,Ekiti,876982,Polio 0 vaccination received,82.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433051,1433051,Region,..Ekiti,0,,0,1,CHVACCCOP0,NGDHS2013433051,2013,DHS,33,90,,,2
NGA,Lagos,4825524,Polio 0 vaccination received,86.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433052,1433052,Region,..Lagos,0,,0,1,CHVACCCOP0,NGDHS2013433052,2013,DHS,252,183,,,2
NGA,Ogun,6980,Polio 0 vaccination received,73,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433053,1433053,Region,..Ogun,0,,0,1,CHVACCCOP0,NGDHS2013433053,2013,DHS,149,108,,,2
NGA,Ondo,7352454,Polio 0 vaccination received,63,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433054,1433054,Region,..Ondo,0,,0,1,CHVACCCOP0,NGDHS2013433054,2013,DHS,90,101,,,2
NGA,Osun,7766509,Polio 0 vaccination received,85.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433055,1433055,Region,..Osun,0,,0,1,CHVACCCOP0,NGDHS2013433055,2013,DHS,98,112,,,2
NGA,Oyo,2920207,Polio 0 vaccination received,60.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433056,1433056,Region,..Oyo,0,,0,1,CHVACCCOP0,NGDHS2013433056,2013,DHS,201,120,,,2
NGA,South South,2160535,Polio 0 vaccination received,65.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433010,1433060,Region,South South,0,,0,1,CHVACCCOP0,NGDHS2013433010,2013,DHS,591,735,,,1
NGA,Akwa Ibom,5881150,Polio 0 vaccination received,69.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433061,1433061,Region,..Akwa Ibom,0,,0,1,CHVACCCOP0,NGDHS2013433061,2013,DHS,102,121,,,2
NGA,Bayelsa,3982365,Polio 0 vaccination received,47.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433062,1433062,Region,..Bayelsa,0,,0,1,CHVACCCOP0,NGDHS2013433062,2013,DHS,49,160,,,2
NGA,Cross River,4494654,Polio 0 vaccination received,69.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433063,1433063,Region,..Cross River,0,,0,1,CHVACCCOP0,NGDHS2013433063,2013,DHS,98,102,,,2
NGA,Delta,4682029,Polio 0 vaccination received,54.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433064,1433064,Region,..Delta,0,,0,1,CHVACCCOP0,NGDHS2013433064,2013,DHS,106,126,,,2
NGA,Edo,984518,Polio 0 vaccination received,75.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433065,1433065,Region,..Edo,0,,0,1,CHVACCCOP0,NGDHS2013433065,2013,DHS,89,124,,,2
NGA,Rivers,3457242,Polio 0 vaccination received,68.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP0,93906050,I,433066,1433066,Region,..Rivers,0,,0,1,CHVACCCOP0,NGDHS2013433066,2013,DHS,148,102,,,2
NGA,North Central,4114586,Polio 1 vaccination received,79.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433005,1433010,Region,North Central,0,,0,1,CHVACCCOP1,NGDHS2013433005,2013,DHS,812,864,,,1
NGA,FCT Abuja,5757459,Polio 1 vaccination received,91.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433011,1433011,Region,..FCT Abuja,0,,0,1,CHVACCCOP1,NGDHS2013433011,2013,DHS,38,97,,,2
NGA,Benue,7077294,Polio 1 vaccination received,76.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433012,1433012,Region,..Benue,0,,0,1,CHVACCCOP1,NGDHS2013433012,2013,DHS,187,124,,,2
NGA,Kogi,2172256,Polio 1 vaccination received,83.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433013,1433013,Region,..Kogi,0,,0,1,CHVACCCOP1,NGDHS2013433013,2013,DHS,83,98,,,2
NGA,Kwara,3230651,Polio 1 vaccination received,77.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433014,1433014,Region,..Kwara,0,,0,1,CHVACCCOP1,NGDHS2013433014,2013,DHS,69,123,,,2
NGA,Nasarawa,3047814,Polio 1 vaccination received,65.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433015,1433015,Region,..Nasarawa,0,,0,1,CHVACCCOP1,NGDHS2013433015,2013,DHS,90,134,,,2
NGA,Niger,6352146,Polio 1 vaccination received,87.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433016,1433016,Region,..Niger,0,,0,1,CHVACCCOP1,NGDHS2013433016,2013,DHS,253,168,,,2
NGA,Plateau,425335,Polio 1 vaccination received,68.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433017,1433017,Region,..Plateau,0,,0,1,CHVACCCOP1,NGDHS2013433017,2013,DHS,91,120,,,2
NGA,North East,873018,Polio 1 vaccination received,51.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433006,1433020,Region,North East,0,,0,1,CHVACCCOP1,NGDHS2013433006,2013,DHS,1023,1184,,,1
NGA,Adamawa,6568313,Polio 1 vaccination received,79.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433021,1433021,Region,..Adamawa,0,,0,1,CHVACCCOP1,NGDHS2013433021,2013,DHS,133,180,,,2
NGA,Bauchi,4135410,Polio 1 vaccination received,51.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433022,1433022,Region,..Bauchi,0,,0,1,CHVACCCOP1,NGDHS2013433022,2013,DHS,265,270,,,2
NGA,Borno,6405390,Polio 1 vaccination received,25.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433023,1433023,Region,..Borno,0,,0,1,CHVACCCOP1,NGDHS2013433023,2013,DHS,226,121,,,2
NGA,Gombe,4097121,Polio 1 vaccination received,46.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433024,1433024,Region,..Gombe,0,,0,1,CHVACCCOP1,NGDHS2013433024,2013,DHS,98,194,,,2
NGA,Taraba,4589548,Polio 1 vaccination received,86.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433025,1433025,Region,..Taraba,0,,0,1,CHVACCCOP1,NGDHS2013433025,2013,DHS,143,228,,,2
NGA,Yobe,5247848,Polio 1 vaccination received,34.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433026,1433026,Region,..Yobe,0,,0,1,CHVACCCOP1,NGDHS2013433026,2013,DHS,158,191,,,2
NGA,North West,5220073,Polio 1 vaccination received,77.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433007,1433030,Region,North West,0,,0,1,CHVACCCOP1,NGDHS2013433007,2013,DHS,2100,1780,,,1
NGA,Jigawa,7062480,Polio 1 vaccination received,67.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433031,1433031,Region,..Jigawa,0,,0,1,CHVACCCOP1,NGDHS2013433031,2013,DHS,314,284,,,2
NGA,Kaduna,2172272,Polio 1 vaccination received,67.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433032,1433032,Region,..Kaduna,0,,0,1,CHVACCCOP1,NGDHS2013433032,2013,DHS,219,138,,,2
NGA,Kano,4825516,Polio 1 vaccination received,75.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433033,1433033,Region,..Kano,0,,0,1,CHVACCCOP1,NGDHS2013433033,2013,DHS,530,367,,,2
NGA,Katsina,7014,Polio 1 vaccination received,94.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433034,1433034,Region,..Katsina,0,,0,1,CHVACCCOP1,NGDHS2013433034,2013,DHS,326,276,,,2
NGA,Kebbi,6358614,Polio 1 vaccination received,92.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433035,1433035,Region,..Kebbi,0,,0,1,CHVACCCOP1,NGDHS2013433035,2013,DHS,220,203,,,2
NGA,Sokoto,7757236,Polio 1 vaccination received,75,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433036,1433036,Region,..Sokoto,0,,0,1,CHVACCCOP1,NGDHS2013433036,2013,DHS,204,252,,,2
NGA,Zamfara,2933852,Polio 1 vaccination received,69.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433037,1433037,Region,..Zamfara,0,,0,1,CHVACCCOP1,NGDHS2013433037,2013,DHS,289,260,,,2
NGA,South East,222726,Polio 1 vaccination received,90.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433008,1433040,Region,South East,0,,0,1,CHVACCCOP1,NGDHS2013433008,2013,DHS,550,557,,,1
NGA,Abia,2172278,Polio 1 vaccination received,92.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433041,1433041,Region,..Abia,0,,0,1,CHVACCCOP1,NGDHS2013433041,2013,DHS,64,104,,,2
NGA,Anambra,6059457,Polio 1 vaccination received,91,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433042,1433042,Region,..Anambra,0,,0,1,CHVACCCOP1,NGDHS2013433042,2013,DHS,128,113,,,2
NGA,Ebonyi,4109464,Polio 1 vaccination received,89.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433043,1433043,Region,..Ebonyi,0,,0,1,CHVACCCOP1,NGDHS2013433043,2013,DHS,137,133,,,2
NGA,Enugu,7891673,Polio 1 vaccination received,90.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433044,1433044,Region,..Enugu,0,,0,1,CHVACCCOP1,NGDHS2013433044,2013,DHS,122,122,,,2
NGA,Imo,4689659,Polio 1 vaccination received,90.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433045,1433045,Region,..Imo,0,,0,1,CHVACCCOP1,NGDHS2013433045,2013,DHS,98,85,,,2
NGA,South West,3545278,Polio 1 vaccination received,85.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433009,1433050,Region,South West,0,,0,1,CHVACCCOP1,NGDHS2013433009,2013,DHS,823,714,,,1
NGA,Ekiti,876983,Polio 1 vaccination received,96.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433051,1433051,Region,..Ekiti,0,,0,1,CHVACCCOP1,NGDHS2013433051,2013,DHS,33,90,,,2
NGA,Lagos,4825525,Polio 1 vaccination received,91.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433052,1433052,Region,..Lagos,0,,0,1,CHVACCCOP1,NGDHS2013433052,2013,DHS,252,183,,,2
NGA,Ogun,6981,Polio 1 vaccination received,78.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433053,1433053,Region,..Ogun,0,,0,1,CHVACCCOP1,NGDHS2013433053,2013,DHS,149,108,,,2
NGA,Ondo,7352455,Polio 1 vaccination received,85.1,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433054,1433054,Region,..Ondo,0,,0,1,CHVACCCOP1,NGDHS2013433054,2013,DHS,90,101,,,2
NGA,Osun,7766510,Polio 1 vaccination received,91.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433055,1433055,Region,..Osun,0,,0,1,CHVACCCOP1,NGDHS2013433055,2013,DHS,98,112,,,2
NGA,Oyo,2920208,Polio 1 vaccination received,77.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433056,1433056,Region,..Oyo,0,,0,1,CHVACCCOP1,NGDHS2013433056,2013,DHS,201,120,,,2
NGA,South South,2160536,Polio 1 vaccination received,88.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433010,1433060,Region,South South,0,,0,1,CHVACCCOP1,NGDHS2013433010,2013,DHS,591,735,,,1
NGA,Akwa Ibom,5881151,Polio 1 vaccination received,92.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433061,1433061,Region,..Akwa Ibom,0,,0,1,CHVACCCOP1,NGDHS2013433061,2013,DHS,102,121,,,2
NGA,Bayelsa,3982379,Polio 1 vaccination received,79.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433062,1433062,Region,..Bayelsa,0,,0,1,CHVACCCOP1,NGDHS2013433062,2013,DHS,49,160,,,2
NGA,Cross River,4494655,Polio 1 vaccination received,91.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433063,1433063,Region,..Cross River,0,,0,1,CHVACCCOP1,NGDHS2013433063,2013,DHS,98,102,,,2
NGA,Delta,4682030,Polio 1 vaccination received,76.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433064,1433064,Region,..Delta,0,,0,1,CHVACCCOP1,NGDHS2013433064,2013,DHS,106,126,,,2
NGA,Edo,984533,Polio 1 vaccination received,94.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433065,1433065,Region,..Edo,0,,0,1,CHVACCCOP1,NGDHS2013433065,2013,DHS,89,124,,,2
NGA,Rivers,3457243,Polio 1 vaccination received,91.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP1,93906060,I,433066,1433066,Region,..Rivers,0,,0,1,CHVACCCOP1,NGDHS2013433066,2013,DHS,148,102,,,2
NGA,North Central,4114587,Polio 2 vaccination received,68.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433005,1433010,Region,North Central,0,,0,1,CHVACCCOP2,NGDHS2013433005,2013,DHS,812,864,,,1
NGA,FCT Abuja,5757460,Polio 2 vaccination received,86,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433011,1433011,Region,..FCT Abuja,0,,0,1,CHVACCCOP2,NGDHS2013433011,2013,DHS,38,97,,,2
NGA,Benue,7077295,Polio 2 vaccination received,60.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433012,1433012,Region,..Benue,0,,0,1,CHVACCCOP2,NGDHS2013433012,2013,DHS,187,124,,,2
NGA,Kogi,2172257,Polio 2 vaccination received,78,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433013,1433013,Region,..Kogi,0,,0,1,CHVACCCOP2,NGDHS2013433013,2013,DHS,83,98,,,2
NGA,Kwara,3230652,Polio 2 vaccination received,70.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433014,1433014,Region,..Kwara,0,,0,1,CHVACCCOP2,NGDHS2013433014,2013,DHS,69,123,,,2
NGA,Nasarawa,3047815,Polio 2 vaccination received,42.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433015,1433015,Region,..Nasarawa,0,,0,1,CHVACCCOP2,NGDHS2013433015,2013,DHS,90,134,,,2
NGA,Niger,6352147,Polio 2 vaccination received,81,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433016,1433016,Region,..Niger,0,,0,1,CHVACCCOP2,NGDHS2013433016,2013,DHS,253,168,,,2
NGA,Plateau,425336,Polio 2 vaccination received,61.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433017,1433017,Region,..Plateau,0,,0,1,CHVACCCOP2,NGDHS2013433017,2013,DHS,91,120,,,2
NGA,North East,873019,Polio 2 vaccination received,44.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433006,1433020,Region,North East,0,,0,1,CHVACCCOP2,NGDHS2013433006,2013,DHS,1023,1184,,,1
NGA,Adamawa,6568314,Polio 2 vaccination received,71.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433021,1433021,Region,..Adamawa,0,,0,1,CHVACCCOP2,NGDHS2013433021,2013,DHS,133,180,,,2
NGA,Bauchi,4135411,Polio 2 vaccination received,43.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433022,1433022,Region,..Bauchi,0,,0,1,CHVACCCOP2,NGDHS2013433022,2013,DHS,265,270,,,2
NGA,Borno,6405391,Polio 2 vaccination received,21.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433023,1433023,Region,..Borno,0,,0,1,CHVACCCOP2,NGDHS2013433023,2013,DHS,226,121,,,2
NGA,Gombe,4097122,Polio 2 vaccination received,39.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433024,1433024,Region,..Gombe,0,,0,1,CHVACCCOP2,NGDHS2013433024,2013,DHS,98,194,,,2
NGA,Taraba,4589549,Polio 2 vaccination received,73.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433025,1433025,Region,..Taraba,0,,0,1,CHVACCCOP2,NGDHS2013433025,2013,DHS,143,228,,,2
NGA,Yobe,5247849,Polio 2 vaccination received,32.6,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433026,1433026,Region,..Yobe,0,,0,1,CHVACCCOP2,NGDHS2013433026,2013,DHS,158,191,,,2
NGA,North West,5220074,Polio 2 vaccination received,71.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433007,1433030,Region,North West,0,,0,1,CHVACCCOP2,NGDHS2013433007,2013,DHS,2100,1780,,,1
NGA,Jigawa,7062481,Polio 2 vaccination received,59.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433031,1433031,Region,..Jigawa,0,,0,1,CHVACCCOP2,NGDHS2013433031,2013,DHS,314,284,,,2
NGA,Kaduna,2172273,Polio 2 vaccination received,60.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433032,1433032,Region,..Kaduna,0,,0,1,CHVACCCOP2,NGDHS2013433032,2013,DHS,219,138,,,2
NGA,Kano,4825518,Polio 2 vaccination received,70.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433033,1433033,Region,..Kano,0,,0,1,CHVACCCOP2,NGDHS2013433033,2013,DHS,530,367,,,2
NGA,Katsina,7015,Polio 2 vaccination received,88.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433034,1433034,Region,..Katsina,0,,0,1,CHVACCCOP2,NGDHS2013433034,2013,DHS,326,276,,,2
NGA,Kebbi,6358615,Polio 2 vaccination received,90,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433035,1433035,Region,..Kebbi,0,,0,1,CHVACCCOP2,NGDHS2013433035,2013,DHS,220,203,,,2
NGA,Sokoto,7757237,Polio 2 vaccination received,70.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433036,1433036,Region,..Sokoto,0,,0,1,CHVACCCOP2,NGDHS2013433036,2013,DHS,204,252,,,2
NGA,Zamfara,2933888,Polio 2 vaccination received,63.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433037,1433037,Region,..Zamfara,0,,0,1,CHVACCCOP2,NGDHS2013433037,2013,DHS,289,260,,,2
NGA,South East,222727,Polio 2 vaccination received,87.2,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433008,1433040,Region,South East,0,,0,1,CHVACCCOP2,NGDHS2013433008,2013,DHS,550,557,,,1
NGA,Abia,2172279,Polio 2 vaccination received,84.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433041,1433041,Region,..Abia,0,,0,1,CHVACCCOP2,NGDHS2013433041,2013,DHS,64,104,,,2
NGA,Anambra,6059458,Polio 2 vaccination received,88.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433042,1433042,Region,..Anambra,0,,0,1,CHVACCCOP2,NGDHS2013433042,2013,DHS,128,113,,,2
NGA,Ebonyi,4109472,Polio 2 vaccination received,86.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433043,1433043,Region,..Ebonyi,0,,0,1,CHVACCCOP2,NGDHS2013433043,2013,DHS,137,133,,,2
NGA,Enugu,7891674,Polio 2 vaccination received,87.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433044,1433044,Region,..Enugu,0,,0,1,CHVACCCOP2,NGDHS2013433044,2013,DHS,122,122,,,2
NGA,Imo,4689660,Polio 2 vaccination received,88.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433045,1433045,Region,..Imo,0,,0,1,CHVACCCOP2,NGDHS2013433045,2013,DHS,98,85,,,2
NGA,South West,3545279,Polio 2 vaccination received,77.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433009,1433050,Region,South West,0,,0,1,CHVACCCOP2,NGDHS2013433009,2013,DHS,823,714,,,1
NGA,Ekiti,876984,Polio 2 vaccination received,90.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433051,1433051,Region,..Ekiti,0,,0,1,CHVACCCOP2,NGDHS2013433051,2013,DHS,33,90,,,2
NGA,Lagos,4825526,Polio 2 vaccination received,85.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433052,1433052,Region,..Lagos,0,,0,1,CHVACCCOP2,NGDHS2013433052,2013,DHS,252,183,,,2
NGA,Ogun,6982,Polio 2 vaccination received,68.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433053,1433053,Region,..Ogun,0,,0,1,CHVACCCOP2,NGDHS2013433053,2013,DHS,149,108,,,2
NGA,Ondo,7352456,Polio 2 vaccination received,78,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433054,1433054,Region,..Ondo,0,,0,1,CHVACCCOP2,NGDHS2013433054,2013,DHS,90,101,,,2
NGA,Osun,7766511,Polio 2 vaccination received,88,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433055,1433055,Region,..Osun,0,,0,1,CHVACCCOP2,NGDHS2013433055,2013,DHS,98,112,,,2
NGA,Oyo,2920209,Polio 2 vaccination received,65.9,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433056,1433056,Region,..Oyo,0,,0,1,CHVACCCOP2,NGDHS2013433056,2013,DHS,201,120,,,2
NGA,South South,2160537,Polio 2 vaccination received,82.3,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433010,1433060,Region,South South,0,,0,1,CHVACCCOP2,NGDHS2013433010,2013,DHS,591,735,,,1
NGA,Akwa Ibom,5881152,Polio 2 vaccination received,86.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433061,1433061,Region,..Akwa Ibom,0,,0,1,CHVACCCOP2,NGDHS2013433061,2013,DHS,102,121,,,2
NGA,Bayelsa,3982380,Polio 2 vaccination received,76.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433062,1433062,Region,..Bayelsa,0,,0,1,CHVACCCOP2,NGDHS2013433062,2013,DHS,49,160,,,2
NGA,Cross River,4494656,Polio 2 vaccination received,86.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433063,1433063,Region,..Cross River,0,,0,1,CHVACCCOP2,NGDHS2013433063,2013,DHS,98,102,,,2
NGA,Delta,4682051,Polio 2 vaccination received,71.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433064,1433064,Region,..Delta,0,,0,1,CHVACCCOP2,NGDHS2013433064,2013,DHS,106,126,,,2
NGA,Edo,984534,Polio 2 vaccination received,82.7,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433065,1433065,Region,..Edo,0,,0,1,CHVACCCOP2,NGDHS2013433065,2013,DHS,89,124,,,2
NGA,Rivers,3457244,Polio 2 vaccination received,85.4,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP2,93906070,I,433066,1433066,Region,..Rivers,0,,0,1,CHVACCCOP2,NGDHS2013433066,2013,DHS,148,102,,,2
NGA,North Central,4114588,Polio 3 vaccination received,45.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP3,93906080,I,433005,1433010,Region,North Central,0,,0,1,CHVACCCOP3,NGDHS2013433005,2013,DHS,812,864,,,1
NGA,FCT Abuja,5757461,Polio 3 vaccination received,77.5,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP3,93906080,I,433011,1433011,Region,..FCT Abuja,0,,0,1,CHVACCCOP3,NGDHS2013433011,2013,DHS,38,97,,,2
NGA,Benue,7077296,Polio 3 vaccination received,41.8,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP3,93906080,I,433012,1433012,Region,..Benue,0,,0,1,CHVACCCOP3,NGDHS2013433012,2013,DHS,187,124,,,2
NGA,Kogi,2172258,Polio 3 vaccination received,40,1,NG,Nigeria,2013,NG2013DHS,CH_VACC_C_OP3,93906080,I,433013,1433013,Region,..Kogi,0,,0,1,CHVACCCOP3,NGDHS2013433013,2013,DHS,83,98,,,2
